Prvn,Pftn,Cont,Longit,Latit,Taotpnm,Fctn
福建省,泉州市,永春县,118.167801,25.383951,永春廖阳殿,正一
福建省,泉州市,永春县,118.266968,25.324352,永春承春庙,正一
福建省,泉州市,永春县,118.268173,25.333384,永春攀龙宫,正一
福建省,泉州市,永春县,118.336609,25.303761,永春昆仑洞,正一
福建省,泉州市,永春县,118.159424,25.378897,永春昭显岩,正一
福建省,泉州市,永春县,118.161804,25.367682,永春显灵宫,正一
福建省,泉州市,永春县,118.167801,25.383951,永春杰头宫,正一
福建省,泉州市,永春县,118.29821,25.32023,永春桃源殿,正一
福建省,泉州市,永春县,118.426018,25.386251,永春桃源祖殿,正一
福建省,泉州市,永春县,118.166695,25.409412,永春桃溪宫,正一
福建省,泉州市,永春县,118.265594,25.328472,永春永善宫,正一
福建省,泉州市,永春县,118.243683,25.357771,永春灵兴岩,正一
福建省,泉州市,永春县,118.205605,25.263071,永春灵镇庙,正一
福建省,泉州市,永春县,118.212418,25.352762,永春珪头宫,正一
福建省,泉州市,永春县,118.270149,25.329163,永春真武殿,正一
福建省,泉州市,永春县,118.306389,25.309071,永春石玉洞,正一
福建省,泉州市,永春县,118.25325,25.334538,永春石鼓亭庙,正一
福建省,泉州市,永春县,118.409874,25.31834,永春碧溪宫,正一
福建省,泉州市,永春县,118.204689,25.375273,永春美芳宫,正一
福建省,泉州市,永春县,118.249283,25.281841,永春西陵宫,正一
福建省,泉州市,永春县,118.304039,25.319422,永春辛田宫,正一
福建省,泉州市,永春县,118.272224,25.331079,永春金峰真宝殿,正一
福建省,泉州市,永春县,118.29248,25.317095,永春龙山岩,正一
福建省,三明市,大田县,117.848244,25.686031,大田仙亭山龙兴殿,正一
福建省,三明市,建宁县,116.84436,26.84609,建宁溪口三清殿,正一
福建省,三明市,建宁县,116.83773,26.840645,建宁溪口将军庙,正一
福建省,三明市,建宁县,116.785408,26.871141,建宁溪口顺泽宫,正一
福建省,三明市,建宁县,116.998863,27.000563,建宁溪源五龙观,正一
福建省,三明市,建宁县,116.86615,26.819622,建宁濉溪五谷庙,正一
福建省,三明市,建宁县,116.873642,26.918371,建宁黄坊龙龟山观,正一
福建省,三明市,将乐县,117.297173,26.735731,将乐吉云宫,正一
福建省,三明市,将乐县,117.276299,26.663881,将乐崇文阁,正一
福建省,三明市,将乐县,117.328331,26.672901,将乐忠靖庙,正一
福建省,三明市,将乐县,117.473312,26.719212,将乐水南妈祖庙,正一
福建省,三明市,将乐县,117.327744,26.674873,将乐相帝庙,正一
福建省,三明市,将乐县,117.327744,26.674873,将乐黄潭圣母庙,正一
福建省,三明市,梅列区,117.621872,26.27006,三明天后宫,正一
福建省,三明市,明溪县,117.230728,26.347702,明溪九仙观,正一
福建省,三明市,明溪县,117.173248,26.35976,明溪五谷仙庙,正一
福建省,三明市,明溪县,117.278107,26.339291,明溪天华庵,正一
福建省,三明市,明溪县,117.354118,26.331732,明溪天后宫,正一
福建省,三明市,明溪县,117.354118,26.331732,明溪妈祖庙,正一
福建省,三明市,明溪县,117.214119,26.352701,明溪封脸夫人庙,正一
福建省,三明市,明溪县,117.200409,26.359352,明溪显应庙,正一
福建省,三明市,清流县,116.826591,26.238861,清流仙公庙,正一
福建省,三明市,清流县,116.889343,25.905842,清流大丰山顺真道院,正一
福建省,三明市,清流县,116.950562,26.261181,清流神农庙,正一
福建省,三明市,沙县,117.800178,26.398491,沙县城隍庙,正一
福建省,三明市,沙县,117.778999,26.408461,沙县三官堂玉皇殿,正一
福建省,三明市,沙县,117.778999,26.408461,沙县元天上帝庙,正一
福建省,三明市,沙县,117.782059,26.389832,沙县关帝庙,正一
福建省,三明市,沙县,117.797249,26.403233,沙县北门太保宫,正一
福建省,三明市,沙县,117.830643,26.385061,沙县古县城隍庙,正一
福建省,三明市,沙县,117.794647,26.401171,沙县吕祖庙,正一
福建省,三明市,沙县,117.778587,26.38685,沙县大圣庙,正一
福建省,三明市,沙县,117.910667,26.425003,沙县池沧太保庙,正一
福建省,三明市,沙县,117.966324,26.50176,沙县涌溪太保庙,正一
福建省,三明市,沙县,117.788261,26.389261,沙县玉皇阁,正一
福建省,三明市,沙县,117.618752,26.494831,沙县白云观,正一
福建省,三明市,沙县,117.782059,26.389832,沙县白马庙,正一
福建省,三明市,沙县,117.986443,26.347073,沙县罗岩太保庙,正一
福建省,三明市,沙县,117.695953,26.444592,沙县迎神阁,正一
福建省,三明市,沙县,117.910713,26.425352,沙县高砂民主庙,正一
福建省,三明市,泰宁县,117.18251,26.88513,泰宁南禅宫,正一
福建省,三明市,泰宁县,117.145119,26.712162,泰宁圆通观,正一
福建省,三明市,泰宁县,117.23394,26.948071,泰宁圣恩观,正一
福建省,三明市,泰宁县,117.150414,26.82991,泰宁崇灵观,正一
福建省,三明市,泰宁县,117.198402,26.757257,泰宁忠靖观,正一
福建省,三明市,泰宁县,117.177109,26.84177,泰宁慧灵观,正一
福建省,三明市,泰宁县,117.188828,26.75136,泰宁普济观,正一
福建省,三明市,泰宁县,117.198318,26.946093,泰宁栖真观,正一
福建省,三明市,泰宁县,117.334229,27.031893,泰宁永乐宫,正一
福建省,三明市,泰宁县,117.180237,26.900951,泰宁炎帝宫,正一
福建省,三明市,泰宁县,117.089951,26.929312,泰宁炽昌观,正一
福建省,三明市,泰宁县,117.15683,27.062071,泰宁龙灵观,正一
福建省,三明市,永安市,117.129364,26.028593,永安关武庙,正一
福建省,三明市,永安市,117.362213,25.967182,永安唐王庙,正一
福建省,三明市,永安市,117.376465,25.970346,永安唐田王庙,正一
福建省,三明市,永安市,117.324043,26.022032,永安宝龙殿,正一
福建省,三明市,永安市,117.130547,25.997374,永安显迹堂,正一
福建省,三明市,永安市,117.149437,26.039921,永安永兴殿,正一
福建省,三明市,永安市,117.156143,26.052021,永安泰华殿,正一
福建省,三明市,永安市,117.395531,26.013321,永安百丈岩仙马庙,正一
福建省,三明市,永安市,117.463028,25.934851,永安祖兴殿,正一
福建省,三明市,永安市,117.62455,25.877781,永安青水三仙庙,正一
福建省,三明市,永安市,117.376465,25.970346,永安飞云殿,正一
福建省,三明市,永安市,117.192345,25.935833,永安飞云祖殿,正一
福建省,三明市,永安市,117.32592,25.993847,永安龙兴堂,正一
福建省,三明市,永安市,117.359032,25.971842,永安龟峰洞,正一
福建省,三明市,尤溪县,118.342484,26.03536,尤溪中仙竹峰清岩祖殿,正一
福建省,三明市,尤溪县,118.252182,26.11005,尤溪台溪洋尾天后宫,正一
福建省,三明市,尤溪县,118.2155,26.013182,尤溪台溪清溪威济宫,正一
福建省,三明市,尤溪县,118.2155,26.013182,尤溪台溪清溪广泰宫,正一
福建省,三明市,尤溪县,118.160614,26.042601,尤溪坂面下川会三宫,正一
福建省,三明市,尤溪县,118.160614,26.042601,尤溪坂面下川广应堂,正一
福建省,三明市,尤溪县,118.200691,26.173264,尤溪城关天后宫,正一
福建省,三明市,尤溪县,118.1918,26.1716,尤溪城关忠烈殿,正一
福建省,三明市,尤溪县,118.200691,26.173264,尤溪城关水东福明宫,正一
福建省,三明市,尤溪县,118.181358,26.17049,尤溪城关灵源院,正一
福建省,三明市,尤溪县,117.608978,26.234138,尤溪城关白鹤楼,正一
福建省,三明市,尤溪县,118.188087,26.168901,尤溪城关锦云亭,正一
福建省,三明市,尤溪县,118.191582,26.165701,尤溪城关龙凤殿,正一
福建省,三明市,尤溪县,118.449577,26.394812,尤溪尤溪口三福堂,正一
福建省,三明市,尤溪县,118.042542,26.116392,尤溪新阳双里龙兴祖殿,正一
福建省,三明市,尤溪县,118.26564,26.295193,尤溪梅仙下保萧公宝殿,正一
福建省,三明市,尤溪县,118.253044,26.233601,尤溪梅仙倒排岩龙龟祖殿,正一
福建省,三明市,尤溪县,118.262283,26.243162,尤溪梅仙坪寨下渡田圣殿,正一
福建省,三明市,尤溪县,118.251678,26.236082,尤溪梅仙灵源殿,正一
福建省,三明市,尤溪县,118.200691,26.173264,尤溪水东高峰亭,正一
福建省,三明市,尤溪县,118.431198,26.115089,尤溪汤川天后宫,正一
福建省,三明市,尤溪县,118.496727,26.315821,尤溪洋中萧公祖殿,正一
福建省,三明市,尤溪县,118.37886,26.186253,尤溪溪尾三台祖殿,正一
福建省,三明市,尤溪县,118.366104,26.178822,尤溪溪尾半岭清灵宫,正一
福建省,三明市,尤溪县,117.928925,26.212954,尤溪管前柳塘秀峰亭,正一
福建省,三明市,尤溪县,118.240654,26.362284,尤溪联合石门祖殿,正一
福建省,三明市,尤溪县,118.121704,26.194632,尤溪西城寨峰殿,正一
福建省,三明市,尤溪县,118.148811,26.161272,尤溪西城福寿宫,正一
福建省,三明市,尤溪县,118.148811,26.161272,尤溪西城蟠龙山集福苑,正一
福建省,三明市,尤溪县,118.343307,26.307051,尤溪西滨刘坂福云堂,正一
福建省,三明市,尤溪县,118.350357,26.28475,尤溪西滨拥口联台宫,正一
福建省,三明市,尤溪县,118.38163,26.364843,尤溪西滨西洋泰山宫,正一
福建省,三明市,尤溪县,118.332031,26.391031,尤溪西滨际后五显宫,正一
福建省,厦门市,集美区,118.0345,24.648701,厦门石兜真德殿,正一
福建省,厦门市,思明区,118.13383,24.44042,厦门三官道院,正一
福建省,厦门市,思明区,118.125488,24.426769,厦门太清宫,正一
福建省,厦门市,思明区,118.08444,24.45896,厦门朝天宫,正一
福建省,厦门市,思明区,118.086457,24.440451,厦门朝宗宫,正一
福建省,厦门市,思明区,118.065208,24.448572,厦门种德宫,正一
福建省,厦门市,同安区,118.166733,24.724087,厦门东岳行宫,正一
福建省,厦门市,同安区,118.148315,24.743757,厦门朝元观,正一
福建省,厦门市,同安区,118.156128,24.69067,厦门瑶江大元殿,正一
福建省,厦门市,翔安区,118.284798,24.772081,厦门金炳炎帝殿,正一
福建省,漳州市,东山县,117.53582,23.733063,东山关帝庙,正一
福建省,漳州市,东山县,117.510414,23.731232,东山净山院,正一
福建省,漳州市,东山县,117.38707,23.595993,东山宫前天后宫,正一
福建省,漳州市,东山县,117.53582,23.733063,东山福兴宫,正一
福建省,漳州市,东山县,117.527924,23.736521,东山铜陵天后宫,正一
福建省,漳州市,东山县,117.51503,23.736591,东山铜陵水仙宫,正一
福建省,漳州市,东山县,117.53582,23.733063,东山铜陵泗美宫,正一
福建省,漳州市,东山县,117.531944,23.735861,东山铜陵真君宫,正一
福建省,漳州市,东山县,117.527924,23.736521,东山铜陵码头社区明德宫,正一
福建省,漳州市,华安县,117.578423,24.984201,华安南山宫,正一
福建省,漳州市,龙海市,117.617683,24.504871,龙海九湖田中央岱仙岩庙,正一
福建省,漳州市,龙海市,117.612701,24.485352,龙海九湖苍坂琵琶岩庙,正一
福建省,漳州市,龙海市,117.805992,24.423943,龙海凤山岳庙,正一
福建省,漳州市,龙海市,117.899933,24.526361,龙海后溪清惠宫,正一
福建省,漳州市,龙海市,117.85777,24.40905,龙海海澄城隍庙,正一
福建省,漳州市,龙海市,117.829018,24.432062,龙海海澄山后红滚庙,正一
福建省,漳州市,龙海市,117.828911,24.437851,龙海海澄港岸鸿岸宫,正一
福建省,漳州市,龙海市,118.063171,24.345722,龙海港尾卓岐岐阳宫,正一
福建省,漳州市,龙海市,117.890579,24.327181,龙海白水方田东岳庙,正一
福建省,漳州市,龙海市,117.844162,24.344362,龙海白水磁美玉皇殿,正一
福建省,漳州市,龙海市,117.820892,24.447773,龙海石码解北大码头关帝庙,正一
福建省,漳州市,龙海市,117.82444,24.455591,龙海紫泥西良鳌头宫,正一
福建省,漳州市,龙海市,117.889114,24.467154,龙海紫泥金定金兴宫,正一
福建省,漳州市,龙海市,117.953102,24.48159,龙海角美白礁慈济宫,正一
福建省,漳州市,龙海市,118.096817,24.256351,龙海隆教镇海城隍庙,正一
福建省,漳州市,龙海市,117.824722,24.411871,龙海霞苑清惠宫,正一
福建省,漳州市,龙文区,117.67926,24.499771,漳州土白店上和善宫,正一
福建省,漳州市,龙文区,117.723442,24.58736,漳州扶摇关帝庙,正一
福建省,漳州市,龙文区,117.713219,24.531973,漳州朝阳关帝庙,正一
福建省,漳州市,龙文区,117.695694,24.512056,漳州步文玄坛宫正一灵宫,正一
福建省,漳州市,龙文区,117.690811,24.51712,漳州赤岭关帝庙,正一
福建省,漳州市,龙文区,117.744331,24.558512,漳州郭坑水尾宫,正一
福建省,漳州市,南靖县,117.363541,24.511803,南靖山城武庙,正一
福建省,漳州市,南靖县,117.308388,24.771753,南靖金山鹅仙洞九鲤飞真宫,正一
福建省,漳州市,平和县,117.021263,24.250372,平和九峰城隍庙,正一
福建省,漳州市,平和县,117.413887,24.15901,平和五寨关帝庙,正一
福建省,漳州市,平和县,117.228813,24.253073,平和侯卿宫,正一
福建省,漳州市,平和县,117.30629,24.35507,平和侯山宫,正一
福建省,漳州市,平和县,117.371223,24.238321,平和南胜义路保宁宫,正一
福建省,漳州市,平和县,117.282967,24.2847,平和坂仔铜壶宫,正一
福建省,漳州市,平和县,117.332664,24.369923,平和坑里圣王庙,正一
福建省,漳州市,平和县,117.326111,24.260761,平和天龙宫,正一
福建省,漳州市,平和县,117.31118,24.358379,平和小溪城隍庙,正一
福建省,漳州市,平和县,117.346443,24.3971,平和山格慈惠宫,正一
福建省,漳州市,平和县,117.346443,24.3971,平和山格桥头帝君,正一
福建省,漳州市,平和县,117.035202,24.263432,平和崇福堂,正一
福建省,漳州市,平和县,117.066483,24.328892,平和崎岭天湖堂,正一
福建省,漳州市,平和县,117.310104,24.289251,平和心田宫,正一
福建省,漳州市,平和县,117.423271,24.434,平和文峰文美新店庙,正一
福建省,漳州市,平和县,117.167862,24.3687,平和新寨庙,正一
福建省,漳州市,平和县,117.021263,24.250372,平和武庙,正一
福建省,漳州市,平和县,117.307312,24.36479,平和福星宫,正一
福建省,漳州市,平和县,117.042351,24.482292,平和芦溪碧水岩庙,正一
福建省,漳州市,平和县,117.316109,24.35915,平和行德宫,正一
福建省,漳州市,平和县,117.175148,24.347181,平和霞山隆福堂,正一
福建省,漳州市,平和县,117.345253,24.396582,平和高际云林宫,正一
福建省,漳州市,芗城区,117.64743,24.538292,漳州土岭龙德宫,正一
福建省,漳州市,芗城区,117.677589,24.514021,漳州塔后笃厚宫,正一
福建省,漳州市,芗城区,117.590381,24.569052,漳州天宝蔡坑联登宫,正一
福建省,漳州市,芗城区,117.671631,24.503201,漳州岳口凤皋和义庙,正一
福建省,漳州市,芗城区,117.647652,24.505198,漳州武庙,正一
福建省,漳州市,芗城区,117.675934,24.507761,漳州浦头崇福宫,正一
福建省,漳州市,芗城区,117.58548,24.570641,漳州茶铺长和宫,正一
福建省,漳州市,芗城区,117.66964,24.50923,漳州霞浦凤霞宫,正一
福建省,漳州市,漳浦县,117.750404,24.104942,漳浦东厝关帝庙,正一
福建省,漳州市,漳浦县,117.551544,23.91749,漳浦普前天后宫,正一
福建省,漳州市,漳浦县,117.606728,23.941793,漳浦杜浔关帝庙,正一
福建省,漳州市,漳浦县,117.611374,23.939342,漳浦正阳宫,正一
福建省,漳州市,漳浦县,117.790413,24.064133,漳浦海屋关帝庙,正一
福建省,漳州市,漳浦县,117.61624,24.119294,漳浦绥安慈后宫,正一
福建省,漳州市,漳浦县,117.607803,24.117142,漳浦绥安西湖宫,正一
福建省,漳州市,漳浦县,117.701294,24.168121,漳浦赤土仙峰庙,正一
福建省,漳州市,漳浦县,117.747169,24.12364,漳浦赤土天福葛洪庙,正一
福建省,漳州市,漳浦县,117.687757,23.995074,漳浦霞美慈后宫,正一
甘肃省,白银市,景泰县,104.158447,37.14085,三清殿,全真
甘肃省,白银市,景泰县,104.056046,37.180099,祥云观,全真
甘肃省,白银市,靖远县,104.48278,37.206711,万灵山三清宫,全真
甘肃省,白银市,靖远县,105.042778,36.452499,中川紫云观,全真
甘肃省,白银市,靖远县,104.724098,36.625523,久经山,全真
甘肃省,白银市,靖远县,104.686104,36.559555,乌兰山道观,全真
甘肃省,白银市,靖远县,105.001167,36.463459,九龙山玉云观,全真
甘肃省,白银市,靖远县,104.73793,36.441261,九龙山道观,全真
甘肃省,白银市,靖远县,104.997749,36.462872,乳育山道观,全真
甘肃省,白银市,靖远县,104.899811,36.413013,五龙山,全真
甘肃省,白银市,靖远县,104.978241,37.015362,伏龙山道观,全真
甘肃省,白银市,靖远县,104.892792,36.90921,北龙观,全真
甘肃省,白银市,靖远县,104.675903,36.560089,县城隍庙,全真
甘肃省,白银市,靖远县,104.901764,36.340702,双龙山道观,全真
甘肃省,白银市,靖远县,104.841194,36.973209,回龙山道观,全真
甘肃省,白银市,靖远县,105.042778,36.452499,日月风龙山道观,全真
甘肃省,白银市,靖远县,105.009682,36.526661,朝云观,全真
甘肃省,白银市,靖远县,104.702362,36.57267,法界观,全真
甘肃省,白银市,靖远县,104.701958,36.67643,清源山,全真
甘肃省,白银市,靖远县,104.734772,36.681282,玉灵观,全真
甘肃省,白银市,靖远县,104.56929,36.519722,玉灵观,全真
甘肃省,白银市,靖远县,105.057198,36.417282,竹林山道观,全真
甘肃省,白银市,靖远县,104.901764,36.340702,苁蓉山道观,全真
甘肃省,白银市,靖远县,104.62133,36.378719,莲花池道观,全真
甘肃省,白银市,靖远县,104.81218,36.609673,青龙山雨雾观,全真
甘肃省,白银市,靖远县,104.81218,36.609673,青龙观,全真
甘肃省,白银市,平川区,105.193359,36.577061,云台山道教活动点,全真
甘肃省,白银市,平川区,104.615692,36.791672,北武当山道观,全真
甘肃省,白银市,平川区,105.077919,36.703022,双盘龙卧云山道教活动点,全真
甘肃省,白银市,平川区,105.020813,36.6395,接云观,全真
甘肃省,白银市,平川区,104.97464,36.622982,显云观,全真
甘肃省,白银市,平川区,104.841805,36.721272,泉龙山道教活动点,全真
甘肃省,白银市,平川区,105.276314,36.460503,玉虚观道教活动点,全真
甘肃省,白银市,平川区,105.180222,36.630402,生龙山显云观,全真
甘肃省,白银市,平川区,104.883942,36.597122,药应山道观,全真
甘肃省,白银市,平川区,104.736565,36.885712,西雨山五龙观道教活动点,全真
甘肃省,白银市,平川区,105.099693,36.626053,金凤观,全真
甘肃省,白银市,平川区,104.655144,36.867321,金锁关圣龙山道观,全真
甘肃省,白银市,平川区,104.840439,36.71994,青龙山芙蓉观,全真
甘肃省,白银市,平川区,105.020744,36.642632,龙凤山道教活动点,全真
甘肃省,白银市,平川区,104.7966,36.75457,龙虎山玄云观道教活动点,全真
甘肃省,定西市,安定区,104.761894,35.879993,定西市安定区石峡湾长寿山石宫观,全真
甘肃省,定西市,临洮县,103.873322,35.378403,临洮县岳麓山道观,全真
甘肃省,定西市,临洮县,104.159309,35.524792,临洮县站滩乡玉皇阁道观,全真
甘肃省,定西市,临洮县,103.893219,35.70842,临洮县翠林山道观,全真
甘肃省,定西市,临洮县,103.86087,35.376591,城隍庙,全真
甘肃省,定西市,陇西县,104.721123,35.182842,陇西县云田北川太白寺,全真
甘肃省,定西市,陇西县,104.620674,35.009441,陇西县巩昌镇仁寿山三清殿,全真
甘肃省,定西市,陇西县,104.633469,34.996464,陇西县巩昌镇南山关帝庙,全真
甘肃省,定西市,陇西县,104.625122,34.992222,陇西县巩昌镇周家庄雨施宫,全真
甘肃省,定西市,陇西县,104.633469,34.996464,陇西县巩昌镇家宫殿祖师庙,全真
甘肃省,定西市,陇西县,104.633408,35.001183,陇西县巩昌镇汪家洞祖师庙,全真
甘肃省,定西市,陇西县,104.694794,34.947773,陇西县文峰关帝庙,全真
甘肃省,定西市,陇西县,104.543518,35.292282,陇西县福星镇后凤山聚龙寺,全真
甘肃省,定西市,陇西县,104.692101,35.299,陇西县通安凤凰山大音菩萨庙,全真
甘肃省,定西市,陇西县,104.437889,35.080902,陇西县首阳镇关帝庙,全真
甘肃省,定西市,岷县,104.038513,34.427608,岷县岷阳镇二郎山道教寺院,全真
甘肃省,定西市,岷县,103.918457,34.653683,岷县维新乡红莲寺,全真
甘肃省,定西市,渭源县,104.054909,35.025272,渭源县会川镇太白山宫观,全真
甘肃省,定西市,渭源县,103.985428,35.104603,渭源县会川镇娘娘山宫观,全真
甘肃省,定西市,渭源县,103.984634,35.070942,渭源县会川镇龙王宫,全真
甘肃省,定西市,渭源县,104.207382,35.125481,渭源县清源镇老君山宫观,全真
甘肃省,定西市,渭源县,104.31424,35.038033,渭源县莲峰镇首阳山清圣祠,全真
甘肃省,定西市,渭源县,104.227081,34.98,渭源县莲峰镇马鹿山皇洞,全真
甘肃省,甘南藏族自治州,夏河县,102.52195,35.200024,拉卜楞关帝庙,全真
甘肃省,酒泉市,敦煌市,94.806129,40.170933,敦煌市老君堂,全真
甘肃省,酒泉市,敦煌市,94.643753,40.129642,敦煌市西云观,全真
甘肃省,酒泉市,瓜州县,95.721878,40.445911,南岔镇九北老疙瘩庙,全真
甘肃省,酒泉市,金塔县,99.054512,40.05888,金塔县三元道观,全真
甘肃省,兰州市,安宁区,103.68782,36.130672,安宁区祖师殿,全真
甘肃省,兰州市,城关区,103.80938,36.05967,城关区太清宫,全真
甘肃省,兰州市,城关区,103.858177,36.089661,城关区徐家山隍庙,全真
甘肃省,兰州市,城关区,103.831612,36.035702,城关区志公观,全真
甘肃省,兰州市,城关区,103.81054,36.06271,城关区白云观,全真
甘肃省,兰州市,城关区,103.894028,36.047161,城关区金花道观,全真
甘肃省,兰州市,红古区,103.346382,36.141102,红古区平安镇太平观,全真
甘肃省,兰州市,红古区,103.281731,36.168301,红古区平安镇永乐宫,全真
甘肃省,兰州市,红古区,103.314133,36.158821,红古区平安镇泰和宫,全真
甘肃省,兰州市,红古区,102.867424,36.419392,红古区矿区太上宫,全真
甘肃省,兰州市,红古区,102.864639,36.40271,红古区矿区无量殿,全真
甘肃省,兰州市,红古区,102.875511,36.432602,红古区窑街玉真观,全真
甘肃省,兰州市,红古区,103.016998,36.25985,红古区红古乡海慈宫,全真
甘肃省,兰州市,七里河区,103.699867,36.074871,七里河区极寿山祖师殿,全真
甘肃省,兰州市,七里河区,103.699867,36.074871,七里河区崔家崖上白云观,全真
甘肃省,兰州市,七里河区,103.805107,36.046741,七里河区八里镇药王洞,全真
甘肃省,兰州市,七里河区,103.836441,35.991619,七里河区双龙观,全真
甘肃省,兰州市,七里河区,103.735054,36.062351,七里河区土门墩圣母宫,全真
甘肃省,兰州市,七里河区,103.695023,36.057583,七里河区牟家坪观音殿,全真
甘肃省,兰州市,七里河区,103.801651,35.938972,七里河区落安山金花宫,全真
甘肃省,兰州市,七里河区,103.80562,36.06016,七里河区金天观,全真
甘肃省,兰州市,西固区,103.504959,36.142162,西固区东川镇玄女庙,全真
甘肃省,兰州市,西固区,103.612274,36.09721,西固区临洮街城隍庙,全真
甘肃省,兰州市,西固区,103.633102,36.049221,西固区四季青街道天王庙,全真
甘肃省,兰州市,西固区,103.51461,36.136089,西固区坡底下祖师殿,全真
甘肃省,兰州市,西固区,103.482079,36.16782,西固区新城镇老君庙,全真
甘肃省,兰州市,西固区,103.441963,36.16106,西固区新城镇菩萨殿,全真
甘肃省,兰州市,西固区,103.487564,36.161083,西固区新城镇金花仙姑大殿,全真
甘肃省,兰州市,西固区,103.582924,36.099911,西固区柳泉乡土主庙,全真
甘肃省,兰州市,西固区,103.620102,36.122372,西固区桃园村圣母宫,全真
甘肃省,兰州市,西固区,103.358749,36.129768,西固区达川祖师殿,全真
甘肃省,兰州市,西固区,103.658852,36.09095,西固区陈坪街道东湾祖师殿,全真
甘肃省,兰州市,西固区,103.645508,36.075481,西固区陈坪街道方神庙,全真
甘肃省,兰州市,西固区,103.671234,36.074432,西固区陈坪街道纯阳宫,全真
甘肃省,兰州市,永登县,103.263222,36.731503,永登县城关镇仁寿山全真观,全真
甘肃省,兰州市,永登县,103.267532,36.7393,永登县城关镇青龙观,全真
甘肃省,兰州市,永登县,103.253319,36.756443,永登县城关镇香炉山全真观,全真
甘肃省,兰州市,永登县,103.090073,36.715103,永登县清泉山全台观,全真
甘肃省,兰州市,榆中县,104.007759,35.962833,榆中县万眼泉王母宫,全真
甘肃省,兰州市,榆中县,103.968307,36.006252,榆中县云雾山关帝庙,全真
甘肃省,兰州市,榆中县,104.07077,35.798267,榆中县兴隆山道观,全真
甘肃省,兰州市,榆中县,103.932709,35.893463,榆中县官滩沟菩萨殿,全真
甘肃省,兰州市,榆中县,104.20105,35.682053,榆中县新营龙王庙,全真
甘肃省,兰州市,榆中县,103.97448,36.00005,榆中县牡丹园道观,全真
甘肃省,兰州市,榆中县,104.189407,36.327183,榆中县青城城隍庙,全真
甘肃省,兰州市,榆中县,104.037804,35.881729,榆中县麻家寺龙王庙,全真
甘肃省,兰州市,榆中县,104.264771,35.579601,榆中县龙泉寺圣母殿,全真
甘肃省,临夏回族自治州,东乡族自治县,103.518822,35.834129,塔石沟祖师庙,全真
甘肃省,临夏回族自治州,东乡族自治县,103.268555,35.653984,林家村林家庙,全真
甘肃省,临夏回族自治州,东乡族自治县,103.268555,35.653984,林家村福神庙,全真
甘肃省,临夏回族自治州,和政县,103.168213,35.377232,三岔沟庙,全真
甘肃省,临夏回族自治州,和政县,103.3172,35.40062,三谷龙王庙,全真
甘肃省,临夏回族自治州,和政县,103.24749,35.355541,两关集庙,全真
甘肃省,临夏回族自治州,和政县,103.199181,35.488922,严咀庙,全真
甘肃省,临夏回族自治州,和政县,103.409843,35.2962,中心龙王庙,全真
甘肃省,临夏回族自治州,和政县,103.336472,35.470501,乔常家庙,全真
甘肃省,临夏回族自治州,和政县,103.370102,35.417072,二郎岗庙,全真
甘肃省,临夏回族自治州,和政县,103.374603,35.386391,何马家福神庙,全真
甘肃省,临夏回族自治州,和政县,103.345032,35.381153,关滩沟山神庙,全真
甘肃省,临夏回族自治州,和政县,103.390724,35.3918,刘家咀庙,全真
甘肃省,临夏回族自治州,和政县,103.197601,35.473862,前川大庙,全真
甘肃省,临夏回族自治州,和政县,103.168213,35.377232,北灵观,全真
甘肃省,临夏回族自治州,和政县,103.163391,35.42609,后李家庙,全真
甘肃省,临夏回族自治州,和政县,103.409843,35.2962,城隍庙,全真
甘肃省,临夏回族自治州,和政县,103.132881,35.398891,大坪王家庙,全真
甘肃省,临夏回族自治州,和政县,103.169762,35.459484,大庄庙,全真
甘肃省,临夏回族自治州,和政县,103.154572,35.38982,大滩庙,全真
甘肃省,临夏回族自治州,和政县,103.409843,35.2962,太极风云寺,全真
甘肃省,临夏回族自治州,和政县,103.34697,35.324402,奋斗山神庙,全真
甘肃省,临夏回族自治州,和政县,103.346764,35.483353,宋家庙,全真
甘肃省,临夏回族自治州,和政县,103.196899,35.42181,寨子高庙,全真
甘肃省,临夏回族自治州,和政县,103.174438,35.392872,小滩庙,全真
甘肃省,临夏回族自治州,和政县,103.401199,35.32864,尕庄龙王庙,全真
甘肃省,临夏回族自治州,和政县,103.206833,35.44437,庙坪大庙,全真
甘肃省,临夏回族自治州,和政县,103.183113,35.409061,庙洼王家庙,全真
甘肃省,临夏回族自治州,和政县,103.352524,35.419182,康家坪风云寺,全真
甘肃省,临夏回族自治州,和政县,103.189819,35.482292,张家坡庙,全真
甘肃省,临夏回族自治州,和政县,103.235291,35.42667,张家庙,全真
甘肃省,临夏回族自治州,和政县,103.267365,35.417454,拉里洼庙,全真
甘肃省,临夏回族自治州,和政县,103.361084,35.333733,斯巴司大庙,全真
甘肃省,临夏回族自治州,和政县,103.353737,35.473042,曹家山庙,全真
甘肃省,临夏回族自治州,和政县,103.174797,35.428749,李家庙,全真
甘肃省,临夏回族自治州,和政县,103.169014,35.320553,柳梅滩庙,全真
甘肃省,临夏回族自治州,和政县,103.191147,35.40712,梁家庙,全真
甘肃省,临夏回族自治州,和政县,103.358643,35.300694,榆木福神庙,全真
甘肃省,临夏回族自治州,和政县,103.344208,35.365211,槐岭庙,全真
甘肃省,临夏回族自治州,和政县,103.361603,35.404781,槐庄庙,全真
