Bdhttpnm,Fctn,Drctnm,Cratdt,Prvn,Pftn,Cont,Spfcadd,Tpintdc,Topbdtp,Kcrsusp,Sncarlv,Longit,Latit,source_file,religion_type,Taotpnm,Msqnm,Msqintdc,Topmsq,Chrnm,Mastm,Chrintdc,Topshr,Saltm,Province,City,Region,Proacade,Citacade,Regacade
曲宗红教寺,藏语系,太卜丹,,甘肃省,甘南藏族自治州,合作市,甘肃省甘南藏族自治州合作市那吾乡曲宗红教寺,,,,,102.914215,34.998737,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
侯家寺,藏语系,嘉羊松旦,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省甘南藏族自治州临潭县流顺乡上寨村,候显（洪保希绕），藏族．祖籍为今甘肃省甘南藏族自治州临潭县流顺乡寺底下村，是明代初期一位杰出的少数民族外交使者，曾“五使绝城”．出使尼八刺，榜葛拉等国．并引进长颈鹿到中国。“劳绩与郑和亚”．被封为“月巴桑主林僧正”，回籍宏扬佛教．侯家寺因候姓得名，传承十余代，属古洮州地区政教合一的藏传佛教寺院之一。,,,,103.545502,34.649422,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慈云寺,汉语系,王海,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省甘南藏族自治州临潭县城关镇东城角,慈云寺位于甘肃甘南州临潭县县城东的一座小山上，一座庄严雄伟，古典式殿宇群落，这就是1998年移址重建的汉传佛教丛林‘慈云寺’。慈云寺主体由大雄宝殿、天王殿、观音殿、地藏殿，客堂、僧舍、斋堂等附属建筑物，以及正在规划修建的藏经楼和山门等建筑组成。从寺院的建筑规模和信教人数来说，也是甘南州汉传佛教最大的道场,,,,103.358688,34.687038,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
江可寺,藏语系,尕藏加措,,甘肃省,甘南藏族自治州,临潭县,甘肃省甘南藏族自治州临潭县术布乡亦子多村东主那社,,,,,103.294548,34.617710,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
玛奴寺,藏语系,洛桑加措,,甘肃省,甘南藏族自治州,临潭县,甘肃省甘南藏族自治州临潭县术布乡阳坡庄村,,,,,103.560814,34.648724,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慧峰寺,汉语系,李喜林,,甘肃省,甘南藏族自治州,临潭县,甘肃省甘南藏族自治州临潭县冶力关镇关街村,,,,,103.660011,34.962860,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
郎木寺,藏语系,罗卜藏加措,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县郎木赛赤寺,郎木寺具体是一个地域名称，它包括甘南藏族自治州碌曲县下辖的郎木寺镇和四川省若尔盖县红星乡下辖的郎木寺村。郎木寺同时也是四川格鲁派寺庙达仓郎木格尔底寺的简称。在郎木寺沟里有两个隔河相望的寺庙：一座是四川的达仓郎木格尔底寺，另一座是甘肃的赛赤寺。郎木寺的发源地是四川境内的郎木寺大峡谷，在峡谷内有郎木洞、虎穴、和白龙江源头。到郎木寺旅游郎木寺大峡谷是必须要去的！不然你就看不到郎木寺的真谛！,,,,102.630554,34.093216,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
丁果寺,藏语系,金巴加措,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县阿拉乡丁果寺,,,,,102.888344,34.625534,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
双岔日朝,藏语系,俄项达吉,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县尕海乡双岔日朝,,,,,102.367531,34.257893,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吉扎寺,藏语系,尕藏宗者,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县阿拉乡吉扎寺,,,,,102.864670,34.612564,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
多松多寺,藏语系,彭次合,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县双岔乡多松多寺,,,,,102.829620,34.562748,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
毛日寺,藏语系,尕藏热布吉,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县双岔乡毛日寺,,,,,102.776749,34.525520,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西仓寺,藏语系,霍尔仓,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县西仓寺,,,,,102.566238,34.574039,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拉仁关旧寺,藏语系,卡西仓,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县拉仁关旧寺,,,,,102.618233,34.515060,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
旺藏寺,藏语系,尕藏加措,,甘肃省,甘南藏族自治州,碌曲县,甘肃省甘南藏族自治州碌曲县双岔乡旺藏寺,,,,,102.829620,34.562748,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
娘玛寺,藏语系,昂佐,年代不详,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县阿万仓乡,又称努尔玛寺，藏语全称「桑俄塔尔哇朗」，意为「密乘解脱洲」，位於甘肃省甘南藏族自治州玛曲县阿万仓乡境内。属藏传佛教格鲁派寺院。,,,,101.699432,33.770142,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
夏秀寺,藏语系,罗周,年代不详,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县曼日玛乡,夏秀寺，全称为「夏秀噶丹夏扎西琼内朗」，汉语为「夏秀寺具嘉论修吉祥之源洲」，坐落於甘肃省甘南藏族自治洲玛曲县曼日玛乡境内，属藏传佛教格鲁派寺院。,,,,102.069473,33.651375,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
乃玛寺,藏语系,更登加措,年代不详,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县采日玛乡,乃玛寺藏语全称为「桑俄塔尔哇朗」，意为「密乘解脱洲」。位於甘肃省甘南藏族自治州玛曲县采日玛乡乃玛大队，属藏传佛教格鲁派寺院。,,,,102.097054,33.364342,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
参智合寺,藏语系,旦巴加措,年代不详,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县曼日玛乡,参智合寺全称「参智合贡噶丹扎西群培朗」，汉语意为「具喜吉祥兴法洲」，坐落於甘肃省甘南藏族自治州玛曲县采日玛乡境内，属藏传佛教寺院。,,,,102.069473,33.651375,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
外香寺,藏语系,扎西加措,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县尼玛镇,,,,,102.076828,33.994801,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
年图寺,藏语系,久美加措,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县欧拉乡,,,,,101.723778,34.075272,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
木拉寺,藏语系,更登加木措,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县木西合乡,,,,,101.245010,33.754230,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
萨玛寺,藏语系,更登加措,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县阿万仓乡,,,,,101.699432,33.770142,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西合强寺,藏语系,洛桑宗珠,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县木西合乡,,,,,101.245010,33.754230,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
采日玛寺,藏语系,洛桑丹增,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县采日玛乡,,,,,102.097054,33.364342,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
扎西曲朗寺,藏语系,格列嘉措,,甘肃省,甘南藏族自治州,玛曲县,甘肃省甘南藏族自治州玛曲县齐哈玛乡,,,,,101.955551,33.399200,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
作海寺,藏语系,丹贝达瓦,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县甘加乡作海行政村作海村,作海寺位于甘肃省甘南藏族自治州夏河县甘加草原境内，海拔2900米，作海寺坐落在风光优美的大象山之怀，依山而建，坐北朝南，北面的靠山如大象般傲然而居。周围风景独特，丘山环绕，无比旖旎的自然风光与独特的风水格局，突显出作海寺吉祥的天然宝地。典型的高原气候，春、夏、秋略短，冬季稍长，四季蓝天白云，风景怡人。寺院占地面积61亩，距夏河县城有33公里，交通便利。,,,,102.586418,35.377819,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
扎油寺,藏语系,切加木措,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县扎油乡中扎油村,扎油寺藏语称「扎油寺噶丹群培林」，位於甘肃省甘南藏族自治区夏河县扎油乡境内，属藏传佛教寺院。,,,,102.778694,34.989403,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拉卜楞寺,藏语系,贡却乎金巴,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县拉卜楞镇,拉卜楞寺，位于甘肃省甘南藏族自治州夏河县，藏语全称为：“噶丹夏珠达尔吉扎西益苏奇具琅”，意思为具喜讲修兴吉祥右旋寺。简称扎西奇寺，一般称为拉卜楞寺。拉卜楞寺是藏语“拉章”的变音，意思为活佛大师的府邸。是藏传佛教格鲁派六大寺院之一，被世界誉为“世界藏学府”。鼎盛时期，僧侣达到4000余人，1980年对外开放旅游。[1],是,,国家AAAA级旅游景区,102.520363,35.196522,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
博拉寺,藏语系,成来加措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县博拉乡加科村,,,,,102.679237,34.933281,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吉仓寺,藏语系,尕藏桑杰,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县吉仓乡高四木村,,,,,102.827202,34.717552,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
唐赛尔寺,藏语系,达尔吉,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县吉仓乡木道行政村加科村,,,,,102.827202,34.717552,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
孜合孜寺,藏语系,更登,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县麻当乡孜合孜村,,,,,102.774277,35.308952,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
曼隆寺,藏语系,更尕坚措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县唐尕昂乡麻龙村,,,,,102.916229,35.195522,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
果哇塘红教寺,藏语系,娘其合加,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县麻当乡孜合孜行政村,,,,,102.782227,35.317448,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
格德寺,藏语系,贡却旦巴,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县麻当乡孜合孜行政村,,,,,102.782227,35.317448,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
甘加白石崖寺,藏语系,贡去乎金巴,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县甘加乡八角行政村,,,,,102.575241,35.396149,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
甘坪寺,藏语系,西日布,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县甘加乡仁艾行政村,,,,,102.419670,35.387630,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
科才寺,藏语系,罗者金巴,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县科才乡赞布宁行政村尕高村,,,,,102.227974,34.636597,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
荣悟寺,藏语系,毛兰加措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县唐尕昂乡让吾道村,,,,,102.770538,35.155052,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
那木拉嘎寺,藏语系,扎西加措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县王格尔塘镇崖玉村,,,,,102.801018,35.272202,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阿木去乎寺,藏语系,智华尖措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县阿木去乎镇得毛塘,,,,,102.687660,34.811604,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阿木去乎红教寺,藏语系,索南尖措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县阿木去乎镇得毛塘,,,,,102.687660,34.811604,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
麦加寺,藏语系,宗智,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县吉仓乡麦加村,,,,,102.770607,34.709881,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
德尔隆寺,藏语系,根顿群培,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县王格尔塘镇德尔隆寺,,,,,102.792152,35.220093,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
扎西寺,藏语系,罗桑坚措,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县唐尕昂乡高吉拉卡村,,,,,102.660301,35.392002,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拉卜楞尼姑寺,藏语系,云登草毛,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县拉卜楞镇九甲行政村王府村,,,,,102.503571,35.187622,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拉卜楞洒乙昂尼姑寺,藏语系,尕藏草毛,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县拉卜楞镇河南村社区,,,,,102.537621,35.187531,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拉卜楞红教寺,藏语系,桑吉东智,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县拉卜楞红教寺自然村,,,,,102.520363,35.196522,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拉却布寺,藏语系,更登,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县达麦乡拉却布寺,,,,,102.628105,35.195087,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
晒经滩寺,藏语系,旦增,,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南藏族自治州夏河县曲奥乡清水行政村晒经滩村,,,,,102.879845,35.364513,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
亚下寺,藏语系,李怕国,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县武坪乡亚下村,,,,,104.333374,33.614651,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
八楞寺,藏语系,郭炳成,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县八楞乡政府所在地,,,,,104.519188,33.597477,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
勒地寺,藏语系,高学海,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县南峪乡勒地村,,,,,104.362877,33.713543,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吾别寺,藏语系,高万曼次,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县武坪乡吾别村,,,,,104.364204,33.612453,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吾德寺,藏语系,黄旺斗,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县果耶乡吾德村,,,,,104.435944,33.647110,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
嘎尔寺,藏语系,高奇毕,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县插岗乡嘎尔村,,,,,104.348351,33.580219,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
嘎麦诺寺,藏语系,杨贵青,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县峰迭乡嘎麦诺村,,,,,104.225647,33.825291,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
宾格寺,藏语系,李下粗,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县巴藏乡后北山村,,,,,104.060722,33.967342,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
尖吉寺,藏语系,金次主,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县博峪乡尖吉村,,,,,104.405983,33.415142,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
布迪寺,藏语系,尹正海,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县峰迭乡布子村,,,,,104.249512,33.807610,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
木耳寺,藏语系,曹双过,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县曲告纳乡木耳村,,,,,104.629753,33.431263,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
杰迪寺,藏语系,杨贡布,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县立节乡杰迪村,,,,,104.118080,33.886913,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
果耶寺,藏语系,许旺生,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县果耶乡果耶村,,,,,104.438629,33.646980,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
那下寺,藏语系,李干干,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县武坪乡那下村,,,,,104.340141,33.595661,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阳山寺,藏语系,雷小生,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县江盘乡阳山村,,,,,104.367928,33.782921,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阿吾寺,藏语系,刘洋代,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县曲告纳乡下后子村,,,,,104.629753,33.431263,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阿木族寺,藏语系,王先作,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县曲告纳乡阿木族村,,,,,104.629753,33.431263,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
黑峪寺,藏语系,开智加措,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县憨班乡黑峪村,,,,,104.183968,33.918201,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
恰瓦寺,藏语系,韩边玛扎西,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县插岗乡插岗村,,,,,104.419411,33.529770,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
拱玫寺,藏语系,赵桑在,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县拱坝乡拱玫村,,,,,104.534637,33.481529,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
斜坡寺,藏语系,牟如得,,甘肃省,甘南藏族自治州,舟曲县,甘肃省甘南藏族自治州舟曲县八楞乡斜坡村,,,,,104.532753,33.579029,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
知知寺,藏语系,阿旺加措,年代不详,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县卡尔钦乡知知寺,知知寺全称为治治寺夏珠格培朗，位於甘肃省甘南藏族自治州卓尼县卡车乡境内。,,,,103.332687,34.488472,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
旗布寺,藏语系,洛桑初陈,年代不详,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县木耳镇旗布寺,寺院原建於甘肃省甘南藏族自治州卓尼县木耳乡大峪沟西曲果地方，後迁至曲宝滩，以後村名相沿成寺名，「旗布寺」为其谐音。属藏传佛教格鲁派寺院。,,,,103.584824,34.403851,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
恰盖寺,藏语系,东珠,年代不详,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县恰盖乡温布滩村恰盖寺,恰盖寺，藏语称“勒雪林”，意为“善言洲”。位于甘肃省甘南藏族自治州卓尼县恰盖乡境内，属藏传佛教格鲁派寺院。由噶居．敦约嘉措於藏历第十绕迥火猪年（西元一五八七年，明万历十五年），遵照西藏卫地的一位格西授记所建。,,,,103.460571,34.842163,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
牛营寺,藏语系,后永娃,年代不详,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县藏巴哇乡牛营寺,牛营寺藏语称夏那合寺，位於甘肃省甘南藏族自治州卓尼县柏林乡石达村，属藏传佛教格鲁派寺院。,,,,103.959885,34.750214,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
杓哇寺,藏语系,黄开智,年代不详,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县杓哇乡大庄村杓哇寺,杓哇寺，藏语称为“杓哇克珠林”，意思是“杓哇贤哲洲”，是藏传佛教格鲁派寺院。,,,,103.576424,34.981792,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
多玛寺,藏语系,慈正加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县康多乡多玛寺,,,,,103.539139,35.032211,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
康多寺,藏语系,扎西加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县康多乡白土咀村,,,,,103.539284,35.034142,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
康木车红教寺,藏语系,三大肖,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县完冒乡康木车红教寺,,,,,103.211449,34.737473,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
沙冒寺,藏语系,旦达加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县完冒乡沙冒村,,,,,103.202980,34.799660,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
牙当寺,藏语系,桑杰加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县阿子滩乡牙当寺,,,,,103.293114,34.670403,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
牙路寺,藏语系,扎西加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县扎古录镇牙路村,,,,,103.188919,34.652851,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
石门寺,藏语系,包指代九,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县洮砚乡石门寺,,,,,103.819862,34.770973,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
禅定寺,藏语系,格桑加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县柳林镇四台子村禅定寺,,,,,103.506958,34.592972,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
贡巴寺,藏语系,喇嘛噶绕仓,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县刀告乡贡巴寺,,,,,103.129868,34.503166,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
达扎寺,藏语系,尕藏塔醒,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县扎古录镇达扎寺,,,,,103.188919,34.652851,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
郭达苯教寺,藏语系,旦知加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县扎古录镇郭达苯教寺,,,,,103.188919,34.652851,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阿考直嘎尔寺,藏语系,其加措,,甘肃省,甘南藏族自治州,卓尼县,甘肃省甘南藏族自治州卓尼县完冒乡阿考直嘎尔寺,,,,,103.202980,34.799660,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
嘉峪关市护国寺,汉语系,释道戒,,甘肃省,嘉峪关市,,甘肃省嘉峪关市兰新西路66号,嘉峪关护国寺始建于明代。明洪武五年（公元1372年），征虏大将军冯胜建嘉峪关城。明正德元年（1506年）以后，在关城东面广场北侧（现今东闸门内）自西向东陆续修建有护国寺、财神庙、相子庙、鲁班庙、老君庙、马王庙等十多座楼观庙宇，鳞次栉比，香火旺盛。清乾隆七年（公元1742年），陶千驻守嘉峪关时，曾与护国寺住持禅僧性恺发动众人捐资重修，于乾隆二十五年（公元1762年）刻石碑记载，并鼓励后人继承发扬此等善举。,,,,98.238042,39.797555,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金川区孩母寺,汉语系,释演行,,甘肃省,金昌市,金川区,甘肃省金昌市金川区宁远堡镇亥母山,,,,,102.183655,38.492962,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金川区感恩寺,汉语系,释圆智,,甘肃省,金昌市,金川区,甘肃省金昌市金川区宁远堡镇西坡村三组,,,,,102.171288,38.517162,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金川区法云寺,汉语系,释道吉,,甘肃省,金昌市,金川区,甘肃省金昌市金川区天津路,,,,,102.183113,38.526230,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金川区金佛寺,汉语系,释宽觉,,甘肃省,金昌市,金川区,甘肃省金昌市金川区宁远堡镇山湾村,,,,,102.134071,38.421562,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永昌县金山寺,汉语系,释开目,,甘肃省,金昌市,永昌县,甘肃省金昌市永昌县焦家庄乡骊靬村以北,金山寺前身为百年古寺黄毛寺，位于甘肃省金昌市永昌县骊靬古城附近，距永昌县城15公里。由浙江东天目山居士齐素萍筹资建寺，于2011年在原位于骊靬古城遗址黄毛寺旧址上恢复重建。总占地面积93231㎡，主要建筑有大雄宝殿、天王殿、钟鼓楼、地藏殿等建筑，总建筑面积18098.76㎡。2012年8月，由金昌市民族宗教事务委员会批复同意，为佛教固定活动处所，定名为“金山寺”。现有宗教教职人员10人，常住居士100余人。,,,,101.871643,38.195084,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
云转寺,汉语系,释昌通,,甘肃省,金昌市,永昌县,甘肃省金昌市永昌县南坝乡,,,,,102.102913,38.107513,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
五佛寺,汉语系,释法成,,甘肃省,金昌市,永昌县,甘肃省金昌市永昌县城关镇北海子村,,,,,101.979858,38.257549,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
大觉寺,汉语系,释演德,,甘肃省,金昌市,永昌县,甘肃省金昌市永昌县城关镇北海子村,,,,,101.979858,38.257549,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
御山圣容寺,汉语系,释宽宏,,甘肃省,金昌市,永昌县,甘肃省金昌市永昌县城关镇金川西村,,,,,101.962570,38.325043,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
