Bdhttpnm,Fctn,Drctnm,Cratdt,Prvn,Pftn,Cont,Spfcadd,Tpintdc,Topbdtp,Kcrsusp,Sncarlv,Longit,Latit,source_file,religion_type,Taotpnm,Msqnm,Msqintdc,Topmsq,Chrnm,Mastm,Chrintdc,Topshr,Saltm,Province,City,Region,Proacade,Citacade,Regacade
大香山寺,汉语系,杨三顺,盛唐时期,安徽省,安庆市,潜山县,安徽省安庆市潜山县官庄镇平峰村,大香山寺坐落在安徽省潜山县西北隅官庄镇境内的香山峰下，始建于盛唐时期，清朝光绪十二年（公元1886年），先后由“一心”、“忠节”、“常法”等法师发心重修，建成三栋佛殿和二十间僧舍。1908年常法大师雄心壮志，募化十方，铸造巨钟一口，铜身银顶，其高3.2米，围6米，厚0.23米，重万余斤，上刻一万二千多人名，故名“万名钟”，居全国最大，堪称禅林一绝，每日晨钟暮鼓，声传千里，绕梁三归。松林掩映下的禅院，庄严肃穆，钟石和鼓石座落左右，寺内禅像罗列，拥有“佛国三千大世界，天下禅林第一家”的佛国景象，1984年被列为省级重点保护寺庙。[1],,,,116.606499,30.992962,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
三圣寺,汉语系,郭胜忠,年代不详,安徽省,安庆市,潜山县,安徽省安庆市潜山县余井镇余井村,,,,,116.611420,30.705801,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
三庙,汉语系,释传林,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇三妙村,,,,,116.696060,30.772482,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
上峰庵,汉语系,高文强,,安徽省,安庆市,潜山县,安徽省安庆市潜山县龙潭乡龙湾村,,,,,116.507332,30.790041,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
乐善禅寺,汉语系,储德龙,,安徽省,安庆市,潜山县,安徽省安庆市潜山县槎水镇金波村,,,,,116.540535,30.853827,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
云峰禅寺,汉语系,何声望,,安徽省,安庆市,潜山县,安徽省安庆市潜山县黄铺镇牌楼云峰村,,,,,116.421669,30.602491,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
佛光禅寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县天柱山风景区,,,,,116.466263,30.706528,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
佛子禅寺,汉语系,吴广军,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇源潭居委会,,,,,116.652359,30.820116,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
佛祖寺,汉语系,释惟德,,安徽省,安庆市,潜山县,安徽省安庆市潜山县五庙乡吴桥村,,,,,116.318024,30.687901,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
兜率寺,汉语系,杨树青,,安徽省,安庆市,潜山县,安徽省安庆市潜山县余井镇马道村,,,,,116.628113,30.672903,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
关帝庙,汉语系,徐中华,,安徽省,安庆市,潜山县,安徽省安庆市潜山县槎水镇逆水村,,,,,116.471420,30.830992,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
净明寺,汉语系,释天如,,安徽省,安庆市,潜山县,安徽省安庆市潜山县王河镇先进村,,,,,116.524277,30.486172,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
及第禅林,汉语系,释惟平,,安徽省,安庆市,潜山县,安徽省安庆市潜山县天柱山镇风景村,,,,,116.479263,30.666523,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
双峰禅林,汉语系,释宽容,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇三河村,,,,,116.630981,30.840971,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
古井寺,汉语系,聂南连,,安徽省,安庆市,潜山县,安徽省安庆市潜山县黄铺镇林园村,,,,,116.529091,30.569683,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吉祥寺,汉语系,丁正荣,晋永和二年即公元346年,安徽省,安庆市,潜山县,安徽省安庆市潜山县水吼镇驾雾村,,,,,116.421654,30.657621,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
善庆寺,汉语系,伊海文,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇东畈村,,,,,116.707359,30.833702,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
大云庵,汉语系,释仁华,,安徽省,安庆市,潜山县,安徽省安庆市潜山县龙潭乡漆铺村,,,,,116.516647,30.750622,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
大吴寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县槎水镇皂河村,,,,,116.596977,30.850321,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
大王寺,汉语系,谢传龙,,安徽省,安庆市,潜山县,安徽省安庆市潜山县龙潭乡杜埠村,,,,,116.551163,30.767323,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
天圣庵,汉语系,释瑞亮,,安徽省,安庆市,潜山县,安徽省安庆市潜山县余井镇天圣村,,,,,116.641670,30.739552,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
天柱寺,汉语系,伊海文,,安徽省,安庆市,潜山县,安徽省安庆市潜山县天柱山镇天寺村,,,,,116.500313,30.713242,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
如佛寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县黄铺镇花屋组,,,,,116.498611,30.573391,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
如意寺,汉语系,程海光,,安徽省,安庆市,潜山县,安徽省安庆市潜山县水吼镇九山村,,,,,116.368721,30.624182,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
寒山寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县槎水镇万金村,,,,,116.566833,30.849220,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
崇佛寺,汉语系,范皖东,,安徽省,安庆市,潜山县,安徽省安庆市潜山县槎水镇龙关村,,,,,116.645813,30.884281,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
延寿禅寺,汉语系,黄金元,,安徽省,安庆市,潜山县,安徽省安庆市潜山县余井镇糖岭村,,,,,116.676437,30.747381,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
板门寺,汉语系,释能本,,安徽省,安庆市,潜山县,安徽省安庆市潜山县黄铺镇张河村,,,,,116.490044,30.530441,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
林园寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县王河镇庆丰村,,,,,116.555130,30.553331,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
清凉寺,汉语系,冉永旗,年代不详,安徽省,安庆市,潜山县,安徽省安庆市潜山县梅城镇河湾村,,,,,116.600800,30.591482,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
痘姆庵,汉语系,释传隆,,安徽省,安庆市,潜山县,安徽省安庆市潜山县痘姆乡红星村,,,,,116.490433,30.616322,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白衣禅寺,汉语系,王金结,,安徽省,安庆市,潜山县,安徽省安庆市潜山县梅城镇城关,,,,,116.551079,30.628531,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
相公禅寺,汉语系,田火生,,安徽省,安庆市,潜山县,安徽省安庆市潜山县梅城镇河庄村,,,,,116.581367,30.703941,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗汉寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县梅城镇万岭村,,,,,116.552429,30.588022,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
腾云寺,汉语系,许烈焰,,安徽省,安庆市,潜山县,安徽省安庆市潜山县龙潭乡龙潭村,,,,,116.549423,30.766891,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
茅庵,汉语系,彭王海,,安徽省,安庆市,潜山县,安徽省安庆市潜山县痘姆乡吴塘村,,,,,116.518463,30.646681,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
药王寺,汉语系,袁瑞,,安徽省,安庆市,潜山县,安徽省安庆市潜山县天柱山镇河西村,,,,,116.462540,30.667948,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
裕风禅寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县塔畈乡冯冲村,,,,,116.531754,30.907322,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西来禅寺,汉语系,释永基,,安徽省,安庆市,潜山县,安徽省安庆市潜山县余井镇马边村,,,,,116.608414,30.720732,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
观音寺,汉语系,崔心帅,,安徽省,安庆市,潜山县,安徽省安庆市潜山县水吼镇割肚村,,,,,116.382591,30.738401,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
观音岩寺,汉语系,暂缺,,安徽省,安庆市,潜山县,安徽省安庆市潜山县官庄镇杨桩村,,,,,116.671577,30.976246,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
钓鱼寺,汉语系,释宽和,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇柴庄村,,,,,116.697563,30.862831,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
闻一庵,汉语系,史义兰,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇永济村,,,,,116.754868,30.830101,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
雷音禅寺,汉语系,释惟华,,安徽省,安庆市,潜山县,安徽省安庆市潜山县黄泥镇文昌村,,,,,116.483452,30.480812,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
骑龙寺,汉语系,释戒明,,安徽省,安庆市,潜山县,安徽省安庆市潜山县黄铺镇桃铺村,,,,,116.450668,30.539032,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
黄公禅寺,汉语系,解敏,,安徽省,安庆市,潜山县,安徽省安庆市潜山县水吼镇马潭村,,,,,116.362564,30.716812,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
齐云寺,汉语系,熊守水,,安徽省,安庆市,潜山县,安徽省安庆市潜山县龙潭乡万润村,,,,,116.506660,30.784191,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙隐寺,汉语系,丁正荣,,安徽省,安庆市,潜山县,安徽省安庆市潜山县水吼镇割肚村,,,,,116.382591,30.738401,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慈云庵,汉语系,储杏兰,,安徽省,安庆市,潜山县,安徽省安庆市潜山县龙潭乡龙潭村,,,,,116.549423,30.766891,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慈航寺,汉语系,柏士望,,安徽省,安庆市,潜山县,安徽省安庆市潜山县王河镇新发村,,,,,116.609505,30.534302,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
斗塘古寺,汉语系,杨秀华,,安徽省,安庆市,潜山县,安徽省安庆市潜山县源潭镇斗塘村,,,,,116.692757,30.789631,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
普渡禅寺,汉语系,汪明亮,,安徽省,安庆市,潜山县,安徽省安庆市潜山县余井镇建军村,,,,,116.652008,30.680653,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
普陀禅寺,汉语系,李小应,,安徽省,安庆市,潜山县,安徽省安庆市潜山县水吼镇割肚村,,,,,116.382591,30.738401,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
万寿宫,汉语系,释法学,元末,安徽省,安庆市,宿松县,安徽省宿松县下仓镇下仓村,万寿宫，旧址位于安徽省安庆市城内景定坊。元末建。明洪武七年（1374）道士徐大用重建。正统五年（1440）、天顺六年（1462）道士蒋遇真增修。不存。,,,,116.412514,30.032286,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
启秀寺,汉语系,叶腊宏,唐朝玄宗年间,安徽省,安庆市,宿松县,安徽省宿松县复兴镇套口村,启秀寺位于中国安徽省安庆市宿松县长江北岸小孤山巅。寺院依山构筑，巧夺天工。周围峰峦叠翠，岩壑清幽。,,,,116.536499,29.906721,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
关帝庙,汉语系,王学荣,,安徽省,安庆市,宿松县,安徽省宿松县洲头乡西口村,关帝庙又称红27军军部驻地遗址位于安徽省安庆市宿松县趾凤乡境内的白崖山上，占地面积500平方米，砖木结构，为徽派建筑。关帝庙始建于元代，清朝乾隆三十年（1765年）经省彻禅师扩建，原有5座大殿，正殿前有万年台，旁边有魁星阁。后因战乱，毁于战火。现今庙宇为后人于90年代所建。,,,,116.353409,29.930281,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白崖禅寺,汉语系,释觉灵,年代不详,安徽省,安庆市,宿松县,安徽省宿松县趾凤乡趾凤村,安徽省白崖寨是全国文物保护区，位于安徽省宿松县北，离长江仅六十公里，寨内以人文景观取胜，寨外有自然风景见长。寨墙建造悠久，由大小石头砌成，蜿蜒曲折，跨五个山头，设五个城门，工程巨大，素有“南国小长城”之誉。外围怪石、溪流、瀑布景观，气势磅礴，尤为壮观。,,,,116.158424,30.355312,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
三仙庵,汉语系,宋早喜,,安徽省,安庆市,宿松县,安徽省宿松县程岭乡凿山村,,,,,116.238892,30.162430,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
三帝殿,汉语系,熊金水,,安徽省,安庆市,宿松县,安徽省宿松县高岭乡社坛村,,,,,116.330673,30.264791,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
东平宫,汉语系,释世宏,,安徽省,安庆市,宿松县,安徽省宿松县洲头乡下夹村,,,,,116.317520,29.885511,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
东狱寺,汉语系,李锦德,,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇古塔路2-3号,,,,,116.139053,30.145100,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
严恭庵,汉语系,余祥发,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇夏家村（7781880）,,,,,116.140190,30.306612,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
九龙禅林,汉语系,释宏正,2013-12-30,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇龙跃村院子组,,,,,116.105492,30.172569,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
二郎禅寺,汉语系,释果德,,安徽省,安庆市,宿松县,安徽省宿松县二郎镇刘坡村,,,,,116.053154,30.266531,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
五祖禅院,汉语系,释演真,,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇石莲洞,,,,,116.115829,30.166361,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
五谷庙,汉语系,许超华,,安徽省,安庆市,宿松县,安徽省宿松县破凉镇五谷村,,,,,116.113205,30.272243,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
公侯庙,汉语系,释空悟,,安徽省,安庆市,宿松县,安徽省宿松县洲头乡乌池村,,,,,116.286850,29.977781,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
关岳庙,汉语系,叶剑飞,,安徽省,安庆市,宿松县,安徽省宿松县许岭镇许岭社区,,,,,116.341301,30.127625,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
净土莲社,汉语系,释惟成,年代不详,安徽省,安庆市,宿松县,安徽省宿松县复兴镇复兴社区,,,,,116.430550,29.908041,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
南屏古寺,汉语系,释妙宏,,安徽省,安庆市,宿松县,安徽省宿松县二郎镇铜铃村,,,,,116.040169,30.253971,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
双峰禅林,汉语系,周银德,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇柳溪村,,,,,116.248833,30.323042,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
古老庵,汉语系,释觉枝,,安徽省,安庆市,宿松县,安徽省宿松县程岭乡乔木村,,,,,116.251373,30.202810,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吉圣寺,汉语系,吴新发,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇三德村,,,,,116.134460,30.287432,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
吉庆庵,汉语系,虞广和,,安徽省,安庆市,宿松县,安徽省宿松县凉亭三德村赤土组,,,,,116.158134,30.300976,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
周公寺,汉语系,释觉悟,,安徽省,安庆市,宿松县,安徽省宿松县长铺乡铁寨村,,,,,116.222908,30.231081,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
四仙庵,汉语系,段焕阳,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇柳溪村叶屋组徐屋,,,,,116.248833,30.323042,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
四祖寺,汉语系,释觉明,,安徽省,安庆市,宿松县,安徽省宿松县破凉镇黄大村,,,,,116.099747,30.308670,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
大仙庙,汉语系,张木生,,安徽省,安庆市,宿松县,安徽省宿松县汇口镇三星村,,,,,116.254211,29.814230,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
天后宫,汉语系,释果悟,,安徽省,安庆市,宿松县,安徽省宿松县下仓镇下仓村,,,,,116.412514,30.032286,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
天后宫,汉语系,释照明,,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇民东社区仁里街,,,,,116.128555,30.149807,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
如意庵,汉语系,释宏愿,,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇北门街108号,,,,,116.120779,30.153728,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
妙音精舍,汉语系,释德隆,,安徽省,安庆市,宿松县,安徽省宿松县复兴镇复兴社区南街,,,,,116.430550,29.908041,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
尚节庵,汉语系,释仁悟,,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇联盟村,,,,,116.115829,30.166361,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
弥勒寺,汉语系,张九生,,安徽省,安庆市,宿松县,安徽省宿松县佐坝乡新建村,,,,,116.100800,30.068695,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
杨泗庙,汉语系,陈杨生,,安徽省,安庆市,宿松县,安徽省宿松县北浴乡四吉村,,,,,115.927704,30.376902,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
栖隐寺,汉语系,吴正实,,安徽省,安庆市,宿松县,安徽省宿松县趾凤乡九重城村,,,,,116.179268,30.352442,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
梅王庙,汉语系,梁光保,,安徽省,安庆市,宿松县,安徽省宿松县千岭乡毛坝村,,,,,116.201988,30.097523,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
梵音寺,汉语系,许木元,,安徽省,安庆市,宿松县,安徽省宿松县许岭镇宏富村乌汊组,,,,,116.338493,30.125530,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
水月庵,汉语系,释天华,,安徽省,安庆市,宿松县,安徽省宿松县下仓镇长桥村,,,,,116.405281,30.043571,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
永福禅寺,汉语系,释天明,,安徽省,安庆市,宿松县,安徽省宿松县破凉镇花凉村,,,,,116.102921,30.296310,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
求应庵,汉语系,尹世文,,安徽省,安庆市,宿松县,安徽省宿松县千岭乡张庙村,,,,,116.212791,30.051432,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
汪洋庙,汉语系,石福保,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇紫庵村,,,,,116.212410,30.331491,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
法官寺,汉语系,释心刚,,安徽省,安庆市,宿松县,安徽省宿松县北浴乡滑石村,,,,,115.934738,30.401772,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
洋普庵,汉语系,郭长春,,安徽省,安庆市,宿松县,安徽省宿松县下仓镇洋普村,,,,,116.339890,30.088932,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
洪武殿,汉语系,释菊仁,,安徽省,安庆市,宿松县,安徽省宿松县九姑乡村溪村,,,,,116.236748,30.107353,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
燃灯寺,汉语系,释平生,,安徽省,安庆市,宿松县,安徽省宿松县隘口乡燃灯村400号,,,,,116.015221,30.301882,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
玉枢观,汉语系,释愿观,,安徽省,安庆市,宿松县,安徽省宿松县陈汉乡钓鱼台村,,,,,115.985611,30.360867,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
甘霖寺,汉语系,释果定,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇太阳村,,,,,116.188385,30.326572,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白音寺,汉语系,余德枝,,安徽省,安庆市,宿松县,安徽省宿松县破凉镇永丰村,,,,,116.098778,30.266302,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白马寺,汉语系,何啸嗥,年代不详,安徽省,安庆市,宿松县,安徽省宿松县九姑乡白马村,,,,,116.217102,30.149441,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
福主寺,汉语系,冯天火,,安徽省,安庆市,宿松县,安徽省宿松县河塌乡斗山河村,,,,,116.220749,30.306662,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
福应寺,汉语系,释如应,,安徽省,安庆市,宿松县,安徽省宿松县千岭乡木梓村,,,,,116.243462,30.068262,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
紫庵庙,汉语系,段木生,,安徽省,安庆市,宿松县,安徽省宿松县凉亭镇紫庵村,,,,,116.212410,30.331491,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗汉堂,汉语系,洪记华,,安徽省,安庆市,宿松县,安徽省宿松县陈汉乡九登山村,,,,,115.982994,30.409731,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
菩提庵,汉语系,释宽达,,安徽省,安庆市,宿松县,安徽省宿松县洲头乡,,,,,116.328598,29.865374,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西来庵,汉语系,刘玉梅,,安徽省,安庆市,宿松县,安徽省宿松县孚玉镇光明社区大河村,,,,,116.114197,30.147547,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西林禅寺,汉语系,欧密林,,安徽省,安庆市,宿松县,安徽省宿松县破凉镇黄大村,,,,,116.099747,30.308670,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
